Word 	 Count 	 FPos 	 LPos 	 Dmin 	 AvgD 	 Dmax 
 six-shooter 	 1 	 493596 	 493596 	 0 	 0.00 	 0 
 danger!" 	 2 	 500765 	 595324 	 94559 	 94559.00 	 94559 
 Baynes?" 	 2 	 509796 	 510531 	 735 	 735.00 	 735 
 kitchen." 	 1 	 512756 	 512756 	 0 	 0.00 	 0 
 Lopez 	 3 	 517422 	 517685 	 42 	 131.50 	 221 
 Africa." 	 1 	 554030 	 554030 	 0 	 0.00 	 0 
 figures." 	 1 	 571556 	 571556 	 0 	 0.00 	 0 
 bear!" 	 1 	 584142 	 584142 	 0 	 0.00 	 0 
 tenner." 	 1 	 600515 	 600515 	 0 	 0.00 	 0 
 evidence?" 	 1 	 644094 	 644094 	 0 	 0.00 	 0 
 sharpens 	 1 	 5391 	 5391 	 0 	 0.00 	 0 
 pills 	 3 	 20284 	 20780 	 172 	 248.00 	 324 
 reasons 	 38 	 26438 	 633371 	 8 	 16403.59 	 61763 
 hoofs 	 6 	 27253 	 563723 	 3593 	 107294.00 	 230106 
 drank 	 10 	 39314 	 490054 	 11 	 50082.22 	 209144 
 pulses 	 1 	 40360 	 40360 	 0 	 0.00 	 0 
 heights 	 3 	 53752 	 450084 	 139974 	 198166.00 	 256358 
 hook 	 9 	 57109 	 499826 	 91 	 55339.62 	 174244 
 "Fastened; 	 1 	 58680 	 58680 	 0 	 0.00 	 0 
 shutters 	 13 	 63502 	 540652 	 564 	 39762.50 	 217933 
 stones 	 12 	 80132 	 455530 	 66 	 34127.09 	 147990 
 inspectors 	 2 	 86326 	 511248 	 424922 	 424922.00 	 424922 
 intrusions 	 2 	 86930 	 562384 	 475454 	 475454.00 	 475454 
 berths 	 1 	 97416 	 97416 	 0 	 0.00 	 0 
 spies 	 4 	 100660 	 539698 	 1152 	 146346.00 	 282386 
 spectacles 	 9 	 111119 	 656542 	 13256 	 68177.88 	 249608 
 importance; 	 1 	 142229 	 142229 	 0 	 0.00 	 0 
 aristocratic 	 7 	 146743 	 381867 	 4844 	 39187.33 	 92842 
 phrases 	 3 	 218822 	 407487 	 25122 	 94332.50 	 163543 
 labors 	 1 	 230658 	 230658 	 0 	 0.00 	 0 
 shouted; 	 1 	 277513 	 277513 	 0 	 0.00 	 0 
 trackers 	 1 	 283163 	 283163 	 0 	 0.00 	 0 
 profiles 	 2 	 343726 	 441901 	 98175 	 98175.00 	 98175 
 periods 	 2 	 363722 	 363816 	 94 	 94.00 	 94 
 butler's 	 3 	 373237 	 462430 	 36482 	 44596.50 	 52711 
 cross-bars 	 1 	 374169 	 374169 	 0 	 0.00 	 0 
 copses 	 1 	 410182 	 410182 	 0 	 0.00 	 0 
 neighbourhood; 	 1 	 496314 	 496314 	 0 	 0.00 	 0 
 gatherings 	 1 	 499404 	 499404 	 0 	 0.00 	 0 
 originals 	 3 	 540463 	 573034 	 672 	 16285.50 	 31899 
 Woman's 	 1 	 577751 	 577751 	 0 	 0.00 	 0 
 joys 	 1 	 585949 	 585949 	 0 	 0.00 	 0 
 simulates 	 1 	 592800 	 592800 	 0 	 0.00 	 0 
 thankless 	 1 	 617482 	 617482 	 0 	 0.00 	 0 
 chews 	 1 	 643056 	 643056 	 0 	 0.00 	 0 
 filings 	 1 	 645727 	 645727 	 0 	 0.00 	 0 
 Barnes 	 2 	 647872 	 649367 	 1495 	 1495.00 	 1495 
 What 	 403 	 353 	 656834 	 3 	 1633.00 	 15945 
 part 	 170 	 1656 	 652207 	 10 	 3849.41 	 18490 
 word 	 221 	 3456 	 654519 	 4 	 2959.38 	 18100 
 fact 	 117 	 3988 	 655736 	 2 	 5618.52 	 42244 
 pondered 	 3 	 4280 	 123137 	 58630 	 59428.50 	 60227 
 foggy, 	 1 	 7636 	 7636 	 0 	 0.00 	 0 
 in, 	 78 	 8438 	 657036 	 3 	 8423.35 	 54020 
 overdid 	 3 	 11401 	 626019 	 177228 	 307309.00 	 437390 
 violent 	 33 	 12181 	 631516 	 59 	 19354.22 	 78376 
 health, 	 7 	 13117 	 641930 	 385 	 104802.16 	 268804 
 Bound 	 1 	 16545 	 16545 	 0 	 0.00 	 0 
 journey, 	 11 	 21731 	 654922 	 824 	 63319.10 	 184797 
 will, 	 46 	 23542 	 642145 	 175 	 13746.73 	 83464 
 months, 	 7 	 27507 	 523947 	 27445 	 82740.00 	 175667 
 she, 	 41 	 31076 	 642073 	 21 	 15274.92 	 105451 
 bed 	 72 	 31140 	 640893 	 35 	 8588.07 	 62485 
 Having, 	 1 	 35541 	 35541 	 0 	 0.00 	 0 
 hard, 	 23 	 36358 	 622492 	 216 	 26642.46 	 71845 
 reported 	 19 	 36651 	 592250 	 19 	 30866.61 	 135993 
 mechanical 	 2 	 37457 	 414263 	 376806 	 376806.00 	 376806 
 owner, 	 2 	 38287 	 405042 	 366755 	 366755.00 	 366755 
 warders, 	 2 	 41577 	 221555 	 179978 	 179978.00 	 179978 
 extended 	 12 	 44735 	 597362 	 5545 	 50238.82 	 162769 
 pungent 	 4 	 58088 	 337571 	 4006 	 93161.00 	 228298 
 gas-lit 	 2 	 60342 	 102068 	 41726 	 41726.00 	 41726 
 weapons, 	 5 	 60432 	 607674 	 18003 	 136810.50 	 256618 
 signed 	 13 	 62337 	 654730 	 2357 	 49366.08 	 165913 
 Sit 	 8 	 70308 	 582603 	 2167 	 73185.00 	 170234 
 West 	 28 	 73211 	 615220 	 7 	 20074.41 	 191895 
 gunners, 	 1 	 78420 	 78420 	 0 	 0.00 	 0 
 past, 	 18 	 81445 	 640915 	 2204 	 32910.00 	 88814 
 Madras, 	 1 	 82832 	 82832 	 0 	 0.00 	 0 
 "'Why, 	 8 	 83926 	 262344 	 86 	 25488.29 	 64835 
 night--it 	 2 	 87230 	 128471 	 41241 	 41241.00 	 41241 
 Imperial 	 4 	 89586 	 573970 	 1351 	 161461.33 	 266131 
 lose, 	 1 	 91418 	 91418 	 0 	 0.00 	 0 
 congratulated 	 1 	 98081 	 98081 	 0 	 0.00 	 0 
 foolscap, 	 2 	 99103 	 401106 	 302003 	 302003.00 	 302003 
 dived 	 4 	 103324 	 583739 	 5050 	 160138.33 	 355145 
 violet 	 5 	 108626 	 479600 	 6355 	 92743.50 	 185320 
 meetings, 	 2 	 110563 	 636853 	 526290 	 526290.00 	 526290 
 negroes, 	 1 	 122323 	 122323 	 0 	 0.00 	 0 
 Those, 	 1 	 125851 	 125851 	 0 	 0.00 	 0 
 visited, 	 2 	 126941 	 649184 	 522243 	 522243.00 	 522243 
 gushes, 	 1 	 129311 	 129311 	 0 	 0.00 	 0 
 showed, 	 3 	 131675 	 511067 	 44255 	 189696.00 	 335137 
 nail, 	 2 	 132536 	 585759 	 453223 	 453223.00 	 453223 
 sister's, 	 3 	 144935 	 151021 	 2657 	 3043.00 	 3429 
 dealer's, 	 1 	 144961 	 144961 	 0 	 0.00 	 0 
 oil 	 7 	 153781 	 570391 	 254 	 69435.00 	 319623 
 could, 	 11 	 153922 	 646843 	 15079 	 49292.10 	 172982 
 interjected 	 1 	 158647 	 158647 	 0 	 0.00 	 0 
 ascertained, 	 3 	 165158 	 363453 	 49767 	 99147.50 	 148528 
 convincing, 	 1 	 167619 	 167619 	 0 	 0.00 	 0 
 "Without, 	 1 	 167642 	 167642 	 0 	 0.00 	 0 
 escaped, 	 2 	 170268 	 470600 	 300332 	 300332.00 	 300332 
 snow-clad 	 1 	 176316 	 176316 	 0 	 0.00 	 0 
 valet, 	 5 	 180794 	 542205 	 346 	 90352.75 	 200803 
 bordered 	 2 	 181826 	 186854 	 5028 	 5028.00 	 5028 
 fiancé--and 	 1 	 189420 	 189420 	 0 	 0.00 	 0 
 assembled 	 5 	 190416 	 601831 	 17930 	 102853.75 	 192326 
 receipted 	 2 	 195750 	 368054 	 172304 	 172304.00 	 172304 
 smelt 	 2 	 216909 	 328166 	 111257 	 111257.00 	 111257 
 "'"I'd 	 2 	 220268 	 220488 	 220 	 220.00 	 220 
 unanswered 	 1 	 223000 	 223000 	 0 	 0.00 	 0 
 longest 	 1 	 224655 	 224655 	 0 	 0.00 	 0 
 slightly, 	 1 	 228672 	 228672 	 0 	 0.00 	 0 
 pre-eminent 	 1 	 251442 	 251442 	 0 	 0.00 	 0 
 reeked 	 1 	 257483 	 257483 	 0 	 0.00 	 0 
 transact 	 1 	 273704 	 273704 	 0 	 0.00 	 0 
 wilful 	 3 	 278484 	 437977 	 10319 	 79746.50 	 149174 
 clawed 	 3 	 280727 	 655166 	 41873 	 187219.50 	 332566 
 continuously, 	 1 	 283033 	 283033 	 0 	 0.00 	 0 
 plainest 	 1 	 284488 	 284488 	 0 	 0.00 	 0 
 pedestalled 	 1 	 300367 	 300367 	 0 	 0.00 	 0 
 immersed 	 3 	 306046 	 383270 	 9811 	 38612.00 	 67413 
 dangers, 	 1 	 309999 	 309999 	 0 	 0.00 	 0 
 Leverstoke, 	 1 	 314468 	 314468 	 0 	 0.00 	 0 
 Wilder, 	 7 	 314504 	 323089 	 251 	 1430.83 	 5006 
 Carey, 	 7 	 326261 	 332877 	 315 	 1102.67 	 3371 
 blurted 	 1 	 331675 	 331675 	 0 	 0.00 	 0 
 "Technically, 	 1 	 333783 	 333783 	 0 	 0.00 	 0 
 accord, 	 1 	 338451 	 338451 	 0 	 0.00 	 0 
 got, 	 2 	 344969 	 366391 	 21422 	 21422.00 	 21422 
 matted 	 2 	 346120 	 423876 	 77756 	 77756.00 	 77756 
 pantry, 	 1 	 373238 	 373238 	 0 	 0.00 	 0 
 embroidered 	 1 	 374336 	 374336 	 0 	 0.00 	 0 
 loyal, 	 1 	 378092 	 378092 	 0 	 0.00 	 0 
 carefully-guarded 	 1 	 380977 	 380977 	 0 	 0.00 	 0 
 impulsive, 	 2 	 381860 	 389116 	 7256 	 7256.00 	 7256 
 gummed 	 1 	 400764 	 400764 	 0 	 0.00 	 0 
 hills, 	 1 	 424923 	 424923 	 0 	 0.00 	 0 
 anxieties, 	 1 	 425542 	 425542 	 0 	 0.00 	 0 
 butterfly-net, 	 1 	 434406 	 434406 	 0 	 0.00 	 0 
 smoke-blackened 	 1 	 455528 	 455528 	 0 	 0.00 	 0 
 functions, 	 1 	 455914 	 455914 	 0 	 0.00 	 0 
 dispensed 	 1 	 457010 	 457010 	 0 	 0.00 	 0 
 identified, 	 1 	 469669 	 469669 	 0 	 0.00 	 0 
 wrestled 	 1 	 475841 	 475841 	 0 	 0.00 	 0 
 "Hullo, 	 2 	 477734 	 606358 	 128624 	 128624.00 	 128624 
 lodgings, 	 2 	 481334 	 535098 	 53764 	 53764.00 	 53764 
 blooded 	 1 	 487936 	 487936 	 0 	 0.00 	 0 
 blood-shot 	 1 	 497740 	 497740 	 0 	 0.00 	 0 
 Reilly, 	 1 	 498656 	 498656 	 0 	 0.00 	 0 
 Mansion, 	 1 	 508590 	 508590 	 0 	 0.00 	 0 
 Browners, 	 1 	 523928 	 523928 	 0 	 0.00 	 0 
 heart'--that 	 1 	 529093 	 529093 	 0 	 0.00 	 0 
 Waylight's, 	 1 	 529473 	 529473 	 0 	 0.00 	 0 
 wild-beast 	 3 	 533795 	 596280 	 4947 	 31242.50 	 57538 
 anchor, 	 1 	 559269 	 559269 	 0 	 0.00 	 0 
 cockaded 	 1 	 584874 	 584874 	 0 	 0.00 	 0 
 wakened, 	 1 	 591167 	 591167 	 0 	 0.00 	 0 
 sifted 	 1 	 592232 	 592232 	 0 	 0.00 	 0 
 Lancet 	 1 	 592398 	 592398 	 0 	 0.00 	 0 
 assessment 	 1 	 604643 	 604643 	 0 	 0.00 	 0 
 machinery, 	 1 	 616173 	 616173 	 0 	 0.00 	 0 
 contrasted 	 1 	 619661 	 619661 	 0 	 0.00 	 0 
 glued 	 1 	 632659 	 632659 	 0 	 0.00 	 0 
 thick-necked 	 1 	 632900 	 632900 	 0 	 0.00 	 0 
 modulated 	 1 	 643694 	 643694 	 0 	 0.00 	 0 
 groined 	 1 	 649992 	 649992 	 0 	 0.00 	 0 
 bets, 	 1 	 651695 	 651695 	 0 	 0.00 	 0 
 Ernest, 	 1 	 653940 	 653940 	 0 	 0.00 	 0 
 nice 	 19 	 1244 	 618679 	 402 	 34301.95 	 248336 
 ignorance 	 5 	 3894 	 472371 	 38224 	 117119.25 	 214280 
 wore 	 36 	 7805 	 650838 	 1144 	 18372.37 	 60863 
 term 	 10 	 20264 	 576014 	 290 	 61750.00 	 156378 
 strychnine 	 1 	 54052 	 54052 	 0 	 0.00 	 0 
 letter,--we 	 1 	 60369 	 60369 	 0 	 0.00 	 0 
 hostile 	 2 	 68452 	 456527 	 388075 	 388075.00 	 388075 
 'there 	 4 	 83945 	 247790 	 13496 	 54615.00 	 89475 
 typewrite 	 1 	 106789 	 106789 	 0 	 0.00 	 0 
 bee 	 2 	 169921 	 453025 	 283104 	 283104.00 	 283104 
 gun-room 	 2 	 230931 	 650784 	 419853 	 419853.00 	 419853 
 window--the 	 1 	 233334 	 233334 	 0 	 0.00 	 0 
 after-taste 	 1 	 280131 	 280131 	 0 	 0.00 	 0 
 gauze 	 1 	 329217 	 329217 	 0 	 0.00 	 0 
 up-to-date 	 1 	 336118 	 336118 	 0 	 0.00 	 0 
 mum 	 1 	 486285 	 486285 	 0 	 0.00 	 0 
 defense 	 2 	 491194 	 494063 	 2869 	 2869.00 	 2869 
 accord. 	 2 	 4975 	 417470 	 412495 	 412495.00 	 412495 
 locality. 	 2 	 11752 	 486548 	 474796 	 474796.00 	 474796 
 lodgings. 	 3 	 12872 	 514060 	 105568 	 250594.00 	 395620 
 slightly. 	 3 	 14240 	 599617 	 90720 	 292688.50 	 494657 
 in. 	 57 	 15488 	 647643 	 7 	 11288.48 	 62225 
 lose. 	 4 	 16224 	 388808 	 64939 	 124194.66 	 239712 
 dangers. 	 2 	 26078 	 337216 	 311138 	 311138.00 	 311138 
 journey. 	 22 	 26923 	 654839 	 375 	 29900.76 	 192214 
 s. 	 1 	 47974 	 47974 	 0 	 0.00 	 0 
 she. 	 38 	 49657 	 643707 	 9 	 16055.41 	 62191 
 escaped. 	 7 	 62514 	 605661 	 14038 	 90524.50 	 254559 
 foggy. 	 1 	 64890 	 64890 	 0 	 0.00 	 0 
 machinery. 	 1 	 73431 	 73431 	 0 	 0.00 	 0 
 hit. 	 1 	 83275 	 83275 	 0 	 0.00 	 0 
 losses. 	 1 	 83391 	 83391 	 0 	 0.00 	 0 
 1890. 	 2 	 96677 	 99207 	 2530 	 2530.00 	 2530 
 relatives. 	 3 	 108981 	 524452 	 19461 	 207735.50 	 396010 
 past. 	 14 	 120180 	 642032 	 830 	 40142.46 	 142657 
 will. 	 21 	 123025 	 647561 	 7 	 26226.80 	 90051 
 forebodings. 	 1 	 124058 	 124058 	 0 	 0.00 	 0 
 months. 	 7 	 127933 	 429603 	 375 	 50278.33 	 91091 
 owner. 	 6 	 192059 	 462265 	 6877 	 54041.20 	 112208 
 hard. 	 5 	 202276 	 646975 	 65088 	 111174.75 	 169393 
 could. 	 9 	 206964 	 593958 	 415 	 48374.25 	 177594 
 warders. 	 1 	 219926 	 219926 	 0 	 0.00 	 0 
 "'"Then 	 1 	 220256 	 220256 	 0 	 0.00 	 0 
 weapons. 	 4 	 225208 	 615932 	 5742 	 130241.34 	 273752 
 visited. 	 1 	 234985 	 234985 	 0 	 0.00 	 0 
 interruption 	 5 	 248308 	 656269 	 17006 	 101990.25 	 300551 
 concoction 	 1 	 249143 	 249143 	 0 	 0.00 	 0 
 good-humor. 	 1 	 264238 	 264238 	 0 	 0.00 	 0 
 window-sill. 	 2 	 298072 	 542712 	 244640 	 244640.00 	 244640 
 courting. 	 1 	 312813 	 312813 	 0 	 0.00 	 0 
 Carey. 	 3 	 325296 	 329509 	 727 	 2106.50 	 3486 
 foolscap. 	 3 	 342337 	 611115 	 86573 	 134389.00 	 182205 
 valet. 	 1 	 383636 	 383636 	 0 	 0.00 	 0 
 anxieties. 	 1 	 384814 	 384814 	 0 	 0.00 	 0 
 health. 	 2 	 396239 	 593041 	 196802 	 196802.00 	 196802 
 attachment. 	 2 	 407718 	 450170 	 42452 	 42452.00 	 42452 
 hills. 	 4 	 408198 	 477493 	 49 	 23098.33 	 50379 
 unmistakable. 	 2 	 410311 	 510606 	 100295 	 100295.00 	 100295 
 butterfly-net. 	 1 	 419551 	 419551 	 0 	 0.00 	 0 
 links. 	 1 	 439128 	 439128 	 0 	 0.00 	 0 
 got. 	 2 	 462293 	 596947 	 134654 	 134654.00 	 134654 
 pantry. 	 1 	 468067 	 468067 	 0 	 0.00 	 0 
 vindication 	 1 	 472942 	 472942 	 0 	 0.00 	 0 
 Freemen 	 2 	 483845 	 494233 	 10388 	 10388.00 	 10388 
 laden 	 1 	 486582 	 486582 	 0 	 0.00 	 0 
 Reilly. 	 1 	 498181 	 498181 	 0 	 0.00 	 0 
 meetings. 	 1 	 531322 	 531322 	 0 	 0.00 	 0 
 pinch. 	 1 	 536683 	 536683 	 0 	 0.00 	 0 
 showed. 	 2 	 558606 	 635473 	 76867 	 76867.00 	 76867 
 curmudgeon 	 1 	 586329 	 586329 	 0 	 0.00 	 0 
 Sultan 	 1 	 589571 	 589571 	 0 	 0.00 	 0 
 convincing. 	 1 	 594123 	 594123 	 0 	 0.00 	 0 
 ascertained. 	 1 	 614440 	 614440 	 0 	 0.00 	 0 
 unconcern 	 1 	 624176 	 624176 	 0 	 0.00 	 0 
 admirers. 	 1 	 637586 	 637586 	 0 	 0.00 	 0 
 go-between. 	 1 	 640816 	 640816 	 0 	 0.00 	 0 
 Ernest. 	 1 	 652143 	 652143 	 0 	 0.00 	 0 
 colourman 	 1 	 655314 	 655314 	 0 	 0.00 	 0 
 why? 	 4 	 2498 	 558508 	 30296 	 185336.67 	 332298 
 following 	 60 	 3294 	 653627 	 56 	 11022.59 	 44108 
 pronouncing 	 1 	 3687 	 3687 	 0 	 0.00 	 0 
 beg 	 52 	 4874 	 648920 	 49 	 12628.35 	 90275 
 facts,' 	 1 	 17485 	 17485 	 0 	 0.00 	 0 
 now?' 	 2 	 19247 	 40398 	 21151 	 21151.00 	 21151 
 Blanco--so 	 1 	 24451 	 24451 	 0 	 0.00 	 0 
 galloping 	 3 	 24554 	 393935 	 3521 	 184690.50 	 365860 
 tattoo 	 1 	 96334 	 96334 	 0 	 0.00 	 0 
 figures.' 	 1 	 210429 	 210429 	 0 	 0.00 	 0 
 else?' 	 2 	 216067 	 216117 	 50 	 50.00 	 50 
 is?' 	 2 	 217103 	 255577 	 38474 	 38474.00 	 38474 
 regarding 	 4 	 229894 	 434686 	 21529 	 68264.00 	 113811 
 trustee--to 	 1 	 256139 	 256139 	 0 	 0.00 	 0 
 establishing 	 3 	 292478 	 440304 	 30510 	 73913.00 	 117316 
 Row 	 2 	 326521 	 328089 	 1568 	 1568.00 	 1568 
 Peeping 	 1 	 326780 	 326780 	 0 	 0.00 	 0 
 traduce? 	 1 	 450110 	 450110 	 0 	 0.00 	 0 
 branding 	 1 	 487620 	 487620 	 0 	 0.00 	 0 
 blasting 	 1 	 498376 	 498376 	 0 	 0.00 	 0 
 how? 	 1 	 508368 	 508368 	 0 	 0.00 	 0 
 accepting 	 2 	 511003 	 624025 	 113022 	 113022.00 	 113022 
 darling 	 2 	 534286 	 568386 	 34100 	 34100.00 	 34100 
 flattering 	 2 	 575258 	 576013 	 755 	 755.00 	 755 
 fame? 	 1 	 576550 	 576550 	 0 	 0.00 	 0 
 passages!' 	 1 	 580717 	 580717 	 0 	 0.00 	 0 
 jabbering 	 1 	 591230 	 591230 	 0 	 0.00 	 0 
 less,' 	 1 	 611800 	 611800 	 0 	 0.00 	 0 
 Six 	 4 	 173 	 376766 	 25248 	 125531.00 	 322115 
 broadcloth 	 1 	 8633 	 8633 	 0 	 0.00 	 0 
 workmanship 	 2 	 74114 	 582868 	 508754 	 508754.00 	 508754 
 tallish 	 1 	 138060 	 138060 	 0 	 0.00 	 0 
 "Edith 	 1 	 192515 	 192515 	 0 	 0.00 	 0 
 hoop 	 1 	 644189 	 644189 	 0 	 0.00 	 0 
 beautiful! 	 1 	 2363 	 2363 	 0 	 0.00 	 0 
 merry 	 9 	 3003 	 560675 	 17240 	 69709.00 	 257652 
 dexterity 	 1 	 24673 	 24673 	 0 	 0.00 	 0 
 certainty 	 10 	 35123 	 655977 	 20527 	 68983.78 	 217316 
 instinctively 	 2 	 55118 	 480987 	 425869 	 425869.00 	 425869 
 eight-and-twenty 	 1 	 62045 	 62045 	 0 	 0.00 	 0 
 bandanna 	 1 	 69440 	 69440 	 0 	 0.00 	 0 
 exceedingly 	 47 	 70963 	 626102 	 92 	 12068.24 	 66784 
 trusty 	 10 	 80151 	 517386 	 22 	 48581.67 	 118582 
 rascally 	 2 	 130263 	 651569 	 521306 	 521306.00 	 521306 
 Holmes! 	 20 	 139558 	 634425 	 70 	 26045.63 	 106120 
 forever! 	 1 	 174882 	 174882 	 0 	 0.00 	 0 
 "'Oh! 	 1 	 211174 	 211174 	 0 	 0.00 	 0 
 ship! 	 1 	 221487 	 221487 	 0 	 0.00 	 0 
 specialty 	 3 	 234132 	 554543 	 110571 	 160205.50 	 209840 
 giddy 	 1 	 276556 	 276556 	 0 	 0.00 	 0 
 Petty 	 1 	 286981 	 286981 	 0 	 0.00 	 0 
 Pompey 	 4 	 369665 	 370569 	 97 	 301.33 	 635 
 quick! 	 4 	 387334 	 558027 	 204 	 56897.67 	 155615 
 Directory 	 1 	 391584 	 391584 	 0 	 0.00 	 0 
 swear! 	 1 	 428016 	 428016 	 0 	 0.00 	 0 
 happened--a 	 1 	 460850 	 460850 	 0 	 0.00 	 0 
 shock! 	 1 	 546581 	 546581 	 0 	 0.00 	 0 
 inwardly 	 1 	 587112 	 587112 	 0 	 0.00 	 0 
 aimlessly 	 1 	 588379 	 588379 	 0 	 0.00 	 0 
 Barney 	 7 	 599058 	 604121 	 179 	 843.83 	 1786 
 rubbish! 	 1 	 604927 	 604927 	 0 	 0.00 	 0 
 Roy 	 3 	 628241 	 633839 	 43 	 2799.00 	 5555 
 Regency--a 	 1 	 645917 	 645917 	 0 	 0.00 	 0 
 nor 	 152 	 817 	 656135 	 2 	 4339.85 	 28939 
 Under 	 9 	 846 	 657135 	 2892 	 82036.12 	 289975 
 me." 	 103 	 1204 	 653628 	 132 	 6396.31 	 43034 
 luncheon." 	 1 	 1563 	 1563 	 0 	 0.00 	 0 
 themselves?" 	 1 	 5881 	 5881 	 0 	 0.00 	 0 
 Dupin," 	 1 	 6202 	 6202 	 0 	 0.00 	 0 
 anchor 	 1 	 6949 	 6949 	 0 	 0.00 	 0 
 owner 	 19 	 13220 	 651754 	 66 	 35474.11 	 128405 
 married." 	 1 	 89829 	 89829 	 0 	 0.00 	 0 
 gone." 	 9 	 94301 	 637099 	 1578 	 67849.75 	 135828 
 lost." 	 1 	 94552 	 94552 	 0 	 0.00 	 0 
 important." 	 2 	 115485 	 122083 	 6598 	 6598.00 	 6598 
 Wight." 	 1 	 128107 	 128107 	 0 	 0.00 	 0 
 shiver," 	 1 	 145941 	 145941 	 0 	 0.00 	 0 
 waters," 	 2 	 148696 	 309465 	 160769 	 160769.00 	 160769 
 bell-rope?" 	 1 	 151731 	 151731 	 0 	 0.00 	 0 
 patient," 	 1 	 155586 	 155586 	 0 	 0.00 	 0 
 "Head-keeper 	 1 	 215135 	 215135 	 0 	 0.00 	 0 
 Kirwan." 	 1 	 235066 	 235066 	 0 	 0.00 	 0 
 Cunningham," 	 1 	 235189 	 235189 	 0 	 0.00 	 0 
 evening?" 	 2 	 261787 	 562069 	 300282 	 300282.00 	 300282 
 misfortune." 	 2 	 263882 	 324702 	 60820 	 60820.00 	 60820 
 securities?" 	 1 	 296124 	 296124 	 0 	 0.00 	 0 
 drawing?" 	 1 	 299053 	 299053 	 0 	 0.00 	 0 
 marriage." 	 3 	 312027 	 464061 	 71903 	 76017.00 	 80131 
 Wilder 	 7 	 316132 	 324851 	 157 	 1453.17 	 4733 
 human," 	 1 	 323187 	 323187 	 0 	 0.00 	 0 
 practical," 	 1 	 350890 	 350890 	 0 	 0.00 	 0 
 steal," 	 1 	 401554 	 401554 	 0 	 0.00 	 0 
 loiter 	 1 	 402746 	 402746 	 0 	 0.00 	 0 
 ready?" 	 2 	 405527 	 409569 	 4042 	 4042.00 	 4042 
 loved?" 	 1 	 420073 	 420073 	 0 	 0.00 	 0 
 Lyons!" 	 1 	 429655 	 429655 	 0 	 0.00 	 0 
 wants: 	 1 	 433851 	 433851 	 0 	 0.00 	 0 
 buy--" 	 1 	 453564 	 453564 	 0 	 0.00 	 0 
 thereabouts." 	 1 	 453959 	 453959 	 0 	 0.00 	 0 
 questions!" 	 2 	 464223 	 522022 	 57799 	 57799.00 	 57799 
 boys." 	 1 	 484417 	 484417 	 0 	 0.00 	 0 
 Warner!" 	 1 	 516091 	 516091 	 0 	 0.00 	 0 
 Jim!" 	 1 	 525613 	 525613 	 0 	 0.00 	 0 
 lunch?" 	 1 	 529868 	 529868 	 0 	 0.00 	 0 
 consider." 	 1 	 593788 	 593788 	 0 	 0.00 	 0 
 lip." 	 1 	 598963 	 598963 	 0 	 0.00 	 0 
 tale," 	 1 	 602436 	 602436 	 0 	 0.00 	 0 
 wounded?" 	 1 	 606752 	 606752 	 0 	 0.00 	 0 
 Birmingham," 	 1 	 613835 	 613835 	 0 	 0.00 	 0 
 explored," 	 1 	 626756 	 626756 	 0 	 0.00 	 0 
 useful." 	 1 	 641521 	 641521 	 0 	 0.00 	 0 
 returned?" 	 1 	 647801 	 647801 	 0 	 0.00 	 0 
 mistakes." 	 1 	 649673 	 649673 	 0 	 0.00 	 0 
 bodies." 	 1 	 656746 	 656746 	 0 	 0.00 	 0 
 Holmes" 	 2 	 657371 	 657398 	 27 	 27.00 	 27 
 work 	 219 	 3848 	 656472 	 5 	 2993.69 	 40175 
 facilitates 	 1 	 5935 	 5935 	 0 	 0.00 	 0 
 knives 	 4 	 7362 	 517573 	 19007 	 170070.33 	 348985 
 leads 	 27 	 10895 	 648119 	 726 	 24508.62 	 110372 
 souls 	 10 	 13509 	 620008 	 4444 	 67388.78 	 190556 
 foreigners 	 5 	 15806 	 554675 	 14096 	 134717.25 	 287206 
 outskirts 	 5 	 27035 	 539356 	 51 	 128080.25 	 352187 
 efforts 	 21 	 27297 	 589109 	 415 	 28090.60 	 97469 
 daughter's 	 1 	 31653 	 31653 	 0 	 0.00 	 0 
 moments 	 16 	 41694 	 596620 	 182 	 36995.07 	 120968 
 nummos 	 1 	 43712 	 43712 	 0 	 0.00 	 0 
 water; 	 1 	 50033 	 50033 	 0 	 0.00 	 0 
 luck 	 27 	 58569 	 655778 	 265 	 22969.58 	 114452 
 skiffs 	 1 	 64285 	 64285 	 0 	 0.00 	 0 
 ends 	 19 	 75127 	 656345 	 36 	 32289.89 	 113396 
 drawback 	 3 	 109355 	 625361 	 64156 	 258003.00 	 451850 
 wife; 	 2 	 136200 	 476467 	 340267 	 340267.00 	 340267 
 pigments 	 1 	 137084 	 137084 	 0 	 0.00 	 0 
 agrees 	 2 	 162416 	 509744 	 347328 	 347328.00 	 347328 
 canvas 	 3 	 167730 	 635379 	 625 	 233824.50 	 467024 
 nick 	 1 	 200114 	 200114 	 0 	 0.00 	 0 
 qualities; 	 2 	 206323 	 290415 	 84092 	 84092.00 	 84092 
 proposes 	 2 	 247003 	 576785 	 329782 	 329782.00 	 329782 
 club; 	 1 	 286338 	 286338 	 0 	 0.00 	 0 
 head-lines 	 2 	 287801 	 287998 	 197 	 197.00 	 197 
 overlooks 	 1 	 298712 	 298712 	 0 	 0.00 	 0 
 bicycles 	 2 	 308123 	 315583 	 7460 	 7460.00 	 7460 
 mock 	 1 	 311514 	 311514 	 0 	 0.00 	 0 
