Word 	 Count 	 FPos 	 LPos 	 Dmin 	 AvgD 	 Dmax 
 BUILDER 	 1 	 286834 	 286834 	 0 	 0.00 	 0 
 reply: 	 1 	 303801 	 303801 	 0 	 0.00 	 0 
 "Hurrah!" 	 1 	 318388 	 318388 	 0 	 0.00 	 0 
 Neligan?" 	 1 	 329613 	 329613 	 0 	 0.00 	 0 
 suggestion," 	 1 	 353042 	 353042 	 0 	 0.00 	 0 
 PINCE-NEZ 	 1 	 354650 	 354650 	 0 	 0.00 	 0 
 "Remember 	 1 	 384942 	 384942 	 0 	 0.00 	 0 
 possessor 	 1 	 391497 	 391497 	 0 	 0.00 	 0 
 touch!" 	 2 	 406304 	 449939 	 43635 	 43635.00 	 43635 
 numb 	 2 	 409388 	 591044 	 181656 	 181656.00 	 181656 
 control." 	 1 	 429152 	 429152 	 0 	 0.00 	 0 
 emergencies." 	 1 	 441625 	 441625 	 0 	 0.00 	 0 
 barrister 	 3 	 445859 	 623302 	 41270 	 88721.50 	 136173 
 in" 	 1 	 485720 	 485720 	 0 	 0.00 	 0 
 Manager 	 1 	 504174 	 504174 	 0 	 0.00 	 0 
 characters: 	 1 	 520996 	 520996 	 0 	 0.00 	 0 
 speed." 	 1 	 532591 	 532591 	 0 	 0.00 	 0 
 fire!" 	 1 	 549356 	 549356 	 0 	 0.00 	 0 
 Roundhay?" 	 1 	 560463 	 560463 	 0 	 0.00 	 0 
 agents!" 	 1 	 572171 	 572171 	 0 	 0.00 	 0 
 "Sooner 	 1 	 584368 	 584368 	 0 	 0.00 	 0 
 talking," 	 1 	 598736 	 598736 	 0 	 0.00 	 0 
 Murdoch?" 	 1 	 638574 	 638574 	 0 	 0.00 	 0 
 Robert?" 	 1 	 647395 	 647395 	 0 	 0.00 	 0 
 manner: 	 1 	 650629 	 650629 	 0 	 0.00 	 0 
 Case-Book 	 1 	 263 	 263 	 0 	 0.00 	 0 
 alluded; 	 1 	 3582 	 3582 	 0 	 0.00 	 0 
 woman's 	 56 	 9091 	 649170 	 5 	 11637.80 	 75454 
 servant's 	 3 	 14407 	 484582 	 214836 	 235087.50 	 255339 
 news 	 70 	 16524 	 649860 	 11 	 9178.78 	 58079 
 suspects 	 6 	 20355 	 631186 	 7 	 122166.20 	 237554 
 Woodwork 	 1 	 21942 	 21942 	 0 	 0.00 	 0 
 charts 	 4 	 25936 	 592880 	 147 	 188981.33 	 508383 
 closeness 	 1 	 53584 	 53584 	 0 	 0.00 	 0 
 park 	 16 	 91889 	 649768 	 412 	 37191.93 	 157971 
 B's 	 1 	 99094 	 99094 	 0 	 0.00 	 0 
 "Nous 	 1 	 118315 	 118315 	 0 	 0.00 	 0 
 perils 	 2 	 125488 	 125506 	 18 	 18.00 	 18 
 reckless 	 8 	 136082 	 587673 	 6622 	 64513.00 	 131390 
 Bakers 	 1 	 138290 	 138290 	 0 	 0.00 	 0 
 embellishments 	 1 	 191706 	 191706 	 0 	 0.00 	 0 
 reds 	 1 	 197418 	 197418 	 0 	 0.00 	 0 
 attends 	 2 	 198386 	 381800 	 183414 	 183414.00 	 183414 
 hams 	 1 	 228856 	 228856 	 0 	 0.00 	 0 
 together; 	 1 	 230747 	 230747 	 0 	 0.00 	 0 
 attracts 	 4 	 256420 	 619029 	 15524 	 120869.66 	 223816 
 injudicious 	 2 	 278099 	 348265 	 70166 	 70166.00 	 70166 
 manner; 	 1 	 287388 	 287388 	 0 	 0.00 	 0 
 creditors 	 4 	 295920 	 651698 	 168 	 118592.66 	 355175 
 Pickwick's 	 1 	 334049 	 334049 	 0 	 0.00 	 0 
 cuffs 	 1 	 337294 	 337294 	 0 	 0.00 	 0 
 copious 	 1 	 346170 	 346170 	 0 	 0.00 	 0 
 deepens 	 1 	 354037 	 354037 	 0 	 0.00 	 0 
 characters; 	 1 	 399692 	 399692 	 0 	 0.00 	 0 
 types 	 1 	 400463 	 400463 	 0 	 0.00 	 0 
 oaks 	 2 	 408819 	 460163 	 51344 	 51344.00 	 51344 
 deceives 	 1 	 429433 	 429433 	 0 	 0.00 	 0 
 portraits 	 2 	 438511 	 439088 	 577 	 577.00 	 577 
 ciphers 	 1 	 450379 	 450379 	 0 	 0.00 	 0 
 testing; 	 1 	 473637 	 473637 	 0 	 0.00 	 0 
 hundred; 	 1 	 488611 	 488611 	 0 	 0.00 	 0 
 back; 	 1 	 497427 	 497427 	 0 	 0.00 	 0 
 Freemen; 	 1 	 505400 	 505400 	 0 	 0.00 	 0 
 1903 	 1 	 626390 	 626390 	 0 	 0.00 	 0 
 caves 	 2 	 635557 	 635954 	 397 	 397.00 	 397 
 towels 	 1 	 639781 	 639781 	 0 	 0.00 	 0 
 learned 	 97 	 510 	 643736 	 26 	 6688.64 	 46044 
 Bar, 	 1 	 986 	 986 	 0 	 0.00 	 0 
 proposed 	 9 	 1599 	 577618 	 37 	 71997.75 	 202406 
 tastes--it 	 1 	 1720 	 1720 	 0 	 0.00 	 0 
 mud 	 15 	 2475 	 579666 	 22 	 41227.93 	 128788 
 smell 	 35 	 2810 	 657190 	 7 	 19246.47 	 121359 
 apartments, 	 1 	 3253 	 3253 	 0 	 0.00 	 0 
 callers, 	 1 	 4726 	 4726 	 0 	 0.00 	 0 
 grey-headed, 	 1 	 4811 	 4811 	 0 	 0.00 	 0 
 Government 	 2 	 5695 	 15799 	 10104 	 10104.00 	 10104 
 pocket 	 64 	 5846 	 650296 	 35 	 10229.37 	 81191 
 traversed 	 7 	 7887 	 477070 	 2032 	 78197.16 	 253985 
 Street 	 115 	 12005 	 654967 	 5 	 5640.02 	 58907 
 chap, 	 9 	 12677 	 636102 	 1229 	 77928.12 	 244406 
 husband 	 99 	 14594 	 644640 	 27 	 6429.04 	 71852 
 victim, 	 6 	 15721 	 649144 	 47511 	 126684.60 	 239284 
 hurt 	 23 	 21467 	 616461 	 117 	 27045.18 	 77961 
 realised 	 2 	 22898 	 179691 	 156793 	 156793.00 	 156793 
 water, 	 20 	 23210 	 639945 	 127 	 32459.74 	 182460 
 agreed 	 18 	 26219 	 543215 	 2977 	 30411.53 	 145162 
 oppressed 	 2 	 28723 	 101304 	 72581 	 72581.00 	 72581 
 Weighed 	 1 	 34522 	 34522 	 0 	 0.00 	 0 
 FERRIER, 	 1 	 35041 	 35041 	 0 	 0.00 	 0 
 marble, 	 1 	 35834 	 35834 	 0 	 0.00 	 0 
 legs, 	 4 	 37230 	 642264 	 104137 	 201678.00 	 258494 
 elegant 	 2 	 42391 	 413620 	 371229 	 371229.00 	 371229 
 belonged, 	 2 	 43472 	 427645 	 384173 	 384173.00 	 384173 
 qualities, 	 2 	 43990 	 246341 	 202351 	 202351.00 	 202351 
 spleen, 	 1 	 51880 	 51880 	 0 	 0.00 	 0 
 friends, 	 12 	 53198 	 608792 	 9580 	 50508.55 	 93685 
 "This, 	 4 	 54084 	 610342 	 96918 	 185419.33 	 325738 
 efficient 	 4 	 57015 	 554779 	 14703 	 165921.33 	 279064 
 Aided 	 1 	 62356 	 62356 	 0 	 0.00 	 0 
 argues, 	 1 	 63360 	 63360 	 0 	 0.00 	 0 
 scraps, 	 1 	 66625 	 66625 	 0 	 0.00 	 0 
 strengthened 	 2 	 67345 	 592333 	 524988 	 524988.00 	 524988 
 bellowed 	 2 	 72123 	 221392 	 149269 	 149269.00 	 149269 
 club, 	 5 	 74892 	 645258 	 1693 	 142591.50 	 471550 
 owned 	 4 	 75025 	 434588 	 9852 	 119854.34 	 261823 
 delight, 	 5 	 75820 	 559471 	 23038 	 120912.75 	 196410 
 wife, 	 46 	 78115 	 652058 	 69 	 12754.29 	 47051 
 Avenue, 	 2 	 90153 	 171304 	 81151 	 81151.00 	 81151 
 nod 	 2 	 90474 	 267388 	 176914 	 176914.00 	 176914 
 as, 	 7 	 96250 	 640282 	 16017 	 90672.00 	 218921 
 puzzled, 	 3 	 104683 	 299555 	 8160 	 97436.00 	 186712 
 hesitating, 	 2 	 106951 	 588063 	 481112 	 481112.00 	 481112 
 transparent, 	 1 	 110033 	 110033 	 0 	 0.00 	 0 
 attentions, 	 1 	 110517 	 110517 	 0 	 0.00 	 0 
 Local 	 1 	 111673 	 111673 	 0 	 0.00 	 0 
 request, 	 6 	 117196 	 416722 	 6383 	 59905.20 	 129660 
 compressed, 	 2 	 117328 	 583031 	 465703 	 465703.00 	 465703 
 God, 	 18 	 120938 	 650694 	 2 	 31162.12 	 168235 
 Division, 	 1 	 127235 	 127235 	 0 	 0.00 	 0 
 denial 	 2 	 131606 	 241500 	 109894 	 109894.00 	 109894 
 beggary, 	 1 	 132941 	 132941 	 0 	 0.00 	 0 
 sleeps, 	 1 	 134964 	 134964 	 0 	 0.00 	 0 
 coloured 	 7 	 135694 	 649503 	 13323 	 85634.84 	 207072 
 employers, 	 2 	 136653 	 497989 	 361336 	 361336.00 	 361336 
 looks, 	 2 	 137745 	 201299 	 63554 	 63554.00 	 63554 
 Kilburn, 	 1 	 144434 	 144434 	 0 	 0.00 	 0 
 struggled, 	 1 	 144658 	 144658 	 0 	 0.00 	 0 
 Calcutta, 	 1 	 146779 	 146779 	 0 	 0.00 	 0 
 wants, 	 3 	 146993 	 437897 	 4960 	 145452.00 	 285944 
 impassable, 	 1 	 149362 	 149362 	 0 	 0.00 	 0 
 into, 	 1 	 150968 	 150968 	 0 	 0.00 	 0 
 monosyllables, 	 1 	 158856 	 158856 	 0 	 0.00 	 0 
 alert 	 18 	 169364 	 651798 	 218 	 28378.47 	 113353 
 wont 	 2 	 181404 	 346543 	 165139 	 165139.00 	 165139 
 sad, 	 3 	 186510 	 464955 	 52035 	 139222.50 	 226410 
 manifested 	 1 	 191118 	 191118 	 0 	 0.00 	 0 
 Pyland 	 4 	 192651 	 196721 	 89 	 1356.67 	 2780 
 thinks, 	 1 	 206359 	 206359 	 0 	 0.00 	 0 
 nestled 	 3 	 207624 	 609252 	 164092 	 200814.00 	 237536 
 guggling, 	 1 	 213200 	 213200 	 0 	 0.00 	 0 
 tea-trade, 	 1 	 219881 	 219881 	 0 	 0.00 	 0 
 candlesticks, 	 1 	 231115 	 231115 	 0 	 0.00 	 0 
 paper--which, 	 1 	 236765 	 236765 	 0 	 0.00 	 0 
 swollen, 	 1 	 257593 	 257593 	 0 	 0.00 	 0 
 long-bladed 	 1 	 269809 	 269809 	 0 	 0.00 	 0 
 undetected 	 2 	 272302 	 284324 	 12022 	 12022.00 	 12022 
 cleverness, 	 1 	 273382 	 273382 	 0 	 0.00 	 0 
 mushroomed 	 1 	 279382 	 279382 	 0 	 0.00 	 0 
 find, 	 3 	 287148 	 447401 	 26315 	 80126.50 	 133938 
 parish, 	 2 	 297038 	 559638 	 262600 	 262600.00 	 262600 
 H, 	 1 	 303163 	 303163 	 0 	 0.00 	 0 
 strong--and 	 1 	 307091 	 307091 	 0 	 0.00 	 0 
 Electrical 	 1 	 307874 	 307874 	 0 	 0.00 	 0 
 heath-covered 	 1 	 310417 	 310417 	 0 	 0.00 	 0 
 tyre, 	 1 	 319460 	 319460 	 0 	 0.00 	 0 
 bicycled 	 1 	 323654 	 323654 	 0 	 0.00 	 0 
 enraged 	 1 	 331528 	 331528 	 0 	 0.00 	 0 
 sailed 	 2 	 332976 	 616825 	 283849 	 283849.00 	 283849 
 fragments, 	 1 	 347016 	 347016 	 0 	 0.00 	 0 
 Pietro, 	 1 	 347443 	 347443 	 0 	 0.00 	 0 
 mediaeval 	 3 	 351773 	 655874 	 86107 	 152050.50 	 217994 
 irresolute, 	 1 	 370650 	 370650 	 0 	 0.00 	 0 
 lamb, 	 3 	 373827 	 525043 	 11901 	 75608.00 	 139315 
 Randalls, 	 1 	 378614 	 378614 	 0 	 0.00 	 0 
 hangings, 	 1 	 386541 	 386541 	 0 	 0.00 	 0 
 chuckling, 	 1 	 406723 	 406723 	 0 	 0.00 	 0 
 Mire, 	 5 	 414929 	 447094 	 503 	 8041.25 	 17813 
 spiteful 	 2 	 431320 	 646762 	 215442 	 215442.00 	 215442 
 fires, 	 1 	 436072 	 436072 	 0 	 0.00 	 0 
 Nonpareil 	 1 	 445531 	 445531 	 0 	 0.00 	 0 
 insect 	 1 	 446584 	 446584 	 0 	 0.00 	 0 
 341, 	 7 	 449574 	 487551 	 35 	 6329.50 	 16676 
 inscription, 	 2 	 450308 	 461814 	 11506 	 11506.00 	 11506 
 engineered 	 1 	 454528 	 454528 	 0 	 0.00 	 0 
 thankful 	 1 	 462289 	 462289 	 0 	 0.00 	 0 
 Against 	 1 	 478416 	 478416 	 0 	 0.00 	 0 
 hawk-bill 	 1 	 482216 	 482216 	 0 	 0.00 	 0 
 elected 	 1 	 483050 	 483050 	 0 	 0.00 	 0 
 hood 	 1 	 487473 	 487473 	 0 	 0.00 	 0 
 omnipotent 	 1 	 489080 	 489080 	 0 	 0.00 	 0 
 familiar, 	 1 	 489298 	 489298 	 0 	 0.00 	 0 
 emissary, 	 1 	 516181 	 516181 	 0 	 0.00 	 0 
 devil's-foot 	 2 	 567883 	 568052 	 169 	 169.00 	 169 
 polo, 	 1 	 569423 	 569423 	 0 	 0.00 	 0 
 self-important 	 1 	 575570 	 575570 	 0 	 0.00 	 0 
 Boers, 	 1 	 587398 	 587398 	 0 	 0.00 	 0 
 fossil 	 2 	 612977 	 614649 	 1672 	 1672.00 	 1672 
 self-command 	 1 	 619454 	 619454 	 0 	 0.00 	 0 
 years--that 	 1 	 620225 	 620225 	 0 	 0.00 	 0 
 trouser-knees, 	 1 	 632331 	 632331 	 0 	 0.00 	 0 
 bat 	 1 	 632658 	 632658 	 0 	 0.00 	 0 
 crypt, 	 1 	 649177 	 649177 	 0 	 0.00 	 0 
 Musgrave 	 15 	 103 	 230355 	 14 	 16446.57 	 200771 
 complete 	 82 	 933 	 655419 	 18 	 8080.07 	 34297 
 these 	 515 	 3466 	 645589 	 5 	 1249.27 	 9057 
 figure 	 109 	 8584 	 652756 	 31 	 5964.56 	 39640 
 extreme 	 35 	 22432 	 581747 	 31 	 16450.44 	 107090 
 nurse 	 17 	 26569 	 605927 	 16 	 36209.88 	 181431 
 evolve 	 3 	 42039 	 593663 	 113260 	 275812.00 	 438364 
 release 	 5 	 70567 	 385246 	 13147 	 78669.75 	 180597 
 "More 	 2 	 126324 	 648618 	 522294 	 522294.00 	 522294 
 deductive 	 2 	 155248 	 208553 	 53305 	 53305.00 	 53305 
 relate 	 2 	 166505 	 348240 	 181735 	 181735.00 	 181735 
 Donnithorpe 	 2 	 215601 	 217201 	 1600 	 1600.00 	 1600 
 Graham 	 1 	 288338 	 288338 	 0 	 0.00 	 0 
 unavoidable 	 1 	 305831 	 305831 	 0 	 0.00 	 0 
 billiard-cue 	 1 	 365023 	 365023 	 0 	 0.00 	 0 
 continued:-- 	 1 	 373065 	 373065 	 0 	 0.00 	 0 
 Comparative 	 1 	 391629 	 391629 	 0 	 0.00 	 0 
 Disease 	 1 	 391635 	 391635 	 0 	 0.00 	 0 
 1865 	 1 	 453490 	 453490 	 0 	 0.00 	 0 
 yet.'--'Are 	 1 	 465567 	 465567 	 0 	 0.00 	 0 
 offense 	 1 	 478219 	 478219 	 0 	 0.00 	 0 
 secrets--maybe 	 1 	 501782 	 501782 	 0 	 0.00 	 0 
 satellite 	 1 	 517419 	 517419 	 0 	 0.00 	 0 
 Christie 	 1 	 582558 	 582558 	 0 	 0.00 	 0 
 H. 	 16 	 420 	 654104 	 5853 	 43578.93 	 141598 
 reason 	 178 	 1676 	 652602 	 6 	 3677.55 	 22892 
 water. 	 33 	 2244 	 641039 	 12 	 19962.34 	 95108 
 marble. 	 3 	 8518 	 423537 	 133584 	 207509.50 	 281435 
 familiar. 	 2 	 17670 	 617385 	 599715 	 599715.00 	 599715 
 delight. 	 8 	 19977 	 564263 	 29541 	 77755.14 	 160276 
 Egyptian 	 1 	 25205 	 25205 	 0 	 0.00 	 0 
 larger. 	 1 	 26035 	 26035 	 0 	 0.00 	 0 
 "when 	 6 	 30638 	 470273 	 8117 	 87927.00 	 163568 
 epitaph. 	 1 	 35072 	 35072 	 0 	 0.00 	 0 
 friends. 	 11 	 35631 	 646649 	 72 	 61101.80 	 168356 
 Gentiles. 	 1 	 36634 	 36634 	 0 	 0.00 	 0 
 Demonstration 	 2 	 43753 	 56720 	 12967 	 12967.00 	 12967 
 qualities. 	 3 	 48175 	 627807 	 256516 	 289816.00 	 323116 
 legs. 	 4 	 51750 	 572731 	 88961 	 173660.33 	 311980 
 refreshed. 	 1 	 67347 	 67347 	 0 	 0.00 	 0 
 southern 	 4 	 73890 	 634102 	 35559 	 186737.33 	 457882 
 Avenue. 	 3 	 92500 	 253554 	 1941 	 80527.00 	 159113 
 "'Ten 	 1 	 98447 	 98447 	 0 	 0.00 	 0 
 chuckling. 	 2 	 127821 	 650100 	 522279 	 522279.00 	 522279 
 find. 	 8 	 128788 	 588300 	 3884 	 65644.57 	 108701 
 shade. 	 2 	 134016 	 542517 	 408501 	 408501.00 	 408501 
 wife. 	 37 	 139382 	 656182 	 124 	 14355.56 	 80190 
 Kilburn. 	 2 	 144586 	 144866 	 280 	 280.00 	 280 
 victim. 	 9 	 154849 	 625705 	 75 	 58857.00 	 280551 
 gold-mine. 	 1 	 158022 	 158022 	 0 	 0.00 	 0 
 intrusion 	 10 	 164353 	 630586 	 506 	 51803.67 	 204464 
 into. 	 3 	 184438 	 589518 	 25865 	 202540.00 	 379215 
 attentions. 	 1 	 189462 	 189462 	 0 	 0.00 	 0 
 wants. 	 2 	 198218 	 409643 	 211425 	 211425.00 	 211425 
 employers. 	 2 	 211671 	 502843 	 291172 	 291172.00 	 291172 
 vacation 	 1 	 217261 	 217261 	 0 	 0.00 	 0 
 forth. 	 2 	 218653 	 393109 	 174456 	 174456.00 	 174456 
 ... 	 12 	 219054 	 612597 	 2 	 35776.64 	 242480 
 seamen 	 2 	 221810 	 559226 	 337416 	 337416.00 	 337416 
 baited. 	 1 	 237567 	 237567 	 0 	 0.00 	 0 
 club. 	 2 	 252596 	 278827 	 26231 	 26231.00 	 26231 
 scraps. 	 1 	 262497 	 262497 	 0 	 0.00 	 0 
 half-human 	 2 	 276588 	 277518 	 930 	 930.00 	 930 
 compressed. 	 1 	 282236 	 282236 	 0 	 0.00 	 0 
 dinner-gong. 	 1 	 316499 	 316499 	 0 	 0.00 	 0 
 tyre. 	 2 	 318822 	 321729 	 2907 	 2907.00 	 2907 
 good-humour. 	 1 	 320197 	 320197 	 0 	 0.00 	 0 
 inscription. 	 2 	 324907 	 572577 	 247670 	 247670.00 	 247670 
 having. 	 1 	 332125 	 332125 	 0 	 0.00 	 0 
 fragments. 	 5 	 340270 	 590178 	 920 	 62477.00 	 243311 
 enliven 	 2 	 346348 	 509014 	 162666 	 162666.00 	 162666 
 sharpen 	 2 	 350191 	 351810 	 1619 	 1619.00 	 1619 
 fires. 	 1 	 416096 	 416096 	 0 	 0.00 	 0 
 disapprobation 	 1 	 416526 	 416526 	 0 	 0.00 	 0 
 Mire. 	 3 	 423115 	 441679 	 8895 	 9282.00 	 9669 
 courses. 	 1 	 449379 	 449379 	 0 	 0.00 	 0 
 irritation 	 2 	 456613 	 626566 	 169953 	 169953.00 	 169953 
 341. 	 1 	 461735 	 461735 	 0 	 0.00 	 0 
 sneered. 	 1 	 474088 	 474088 	 0 	 0.00 	 0 
 puzzled. 	 3 	 484065 	 655671 	 42049 	 85803.00 	 129557 
 colleen 	 1 	 485291 	 485291 	 0 	 0.00 	 0 
 postulant. 	 1 	 486474 	 486474 	 0 	 0.00 	 0 
 swollen. 	 1 	 490969 	 490969 	 0 	 0.00 	 0 
 chap. 	 2 	 493160 	 606188 	 113028 	 113028.00 	 113028 
 Solomon 	 1 	 501286 	 501286 	 0 	 0.00 	 0 
 hangings. 	 1 	 505029 	 505029 	 0 	 0.00 	 0 
 struggled. 	 2 	 506087 	 516219 	 10132 	 10132.00 	 10132 
 virtuoso. 	 1 	 577292 	 577292 	 0 	 0.00 	 0 
 morbid. 	 1 	 596265 	 596265 	 0 	 0.00 	 0 
 grasped. 	 2 	 602297 	 638273 	 35976 	 35976.00 	 35976 
 lamb. 	 2 	 604175 	 605807 	 1632 	 1632.00 	 1632 
 Haven 	 5 	 636485 	 657145 	 107 	 5165.00 	 14806 
 crypt. 	 3 	 647685 	 651448 	 1495 	 1881.50 	 2268 
 cleverness. 	 1 	 655965 	 655965 	 0 	 0.00 	 0 
 go 	 464 	 456 	 655297 	 5 	 1412.36 	 8905 
 man,' 	 5 	 3144 	 642081 	 42560 	 159734.25 	 361081 
 daring 	 10 	 11157 	 648993 	 237 	 70870.66 	 322957 
 hearing 	 19 	 18943 	 587337 	 671 	 31577.45 	 137013 
 all-absorbing 	 1 	 27806 	 27806 	 0 	 0.00 	 0 
 peeping 	 7 	 33629 	 641676 	 1168 	 101341.16 	 329398 
 glowing 	 9 	 34741 	 568887 	 5759 	 66768.25 	 146648 
 months' 	 3 	 47159 	 359546 	 25744 	 156193.50 	 286643 
 suffering 	 10 	 49537 	 645369 	 19135 	 66203.55 	 171536 
 rough-looking 	 5 	 63517 	 405939 	 505 	 85605.50 	 261834 
 him,--to 	 1 	 66720 	 66720 	 0 	 0.00 	 0 
 thwarting 	 2 	 77036 	 584758 	 507722 	 507722.00 	 507722 
 Governor-General?' 	 1 	 83650 	 83650 	 0 	 0.00 	 0 
 devouring 	 1 	 101043 	 101043 	 0 	 0.00 	 0 
 jostling 	 1 	 137802 	 137802 	 0 	 0.00 	 0 
 tallow 	 2 	 139414 	 195539 	 56125 	 56125.00 	 56125 
 flooring 	 2 	 148499 	 149349 	 850 	 850.00 	 850 
 descending 	 6 	 160194 	 535536 	 10873 	 75068.40 	 189410 
 spouting 	 2 	 162923 	 277468 	 114545 	 114545.00 	 114545 
 sacrificing 	 2 	 183246 	 620757 	 437511 	 437511.00 	 437511 
 flapping 	 3 	 193395 	 640028 	 7381 	 223316.50 	 439252 
 misses' 	 1 	 220685 	 220685 	 0 	 0.00 	 0 
 look!' 	 1 	 247925 	 247925 	 0 	 0.00 	 0 
 Unfolding 	 1 	 277621 	 277621 	 0 	 0.00 	 0 
 overmastering 	 2 	 361806 	 378963 	 17157 	 17157.00 	 17157 
 back? 	 1 	 386220 	 386220 	 0 	 0.00 	 0 
 committed? 	 1 	 398934 	 398934 	 0 	 0.00 	 0 
 Also 	 4 	 451182 	 598320 	 30679 	 49046.00 	 62136 
 storing 	 1 	 535347 	 535347 	 0 	 0.00 	 0 
 three? 	 1 	 537684 	 537684 	 0 	 0.00 	 0 
 mug 	 1 	 571468 	 571468 	 0 	 0.00 	 0 
 Mincing 	 2 	 604620 	 610463 	 5843 	 5843.00 	 5843 
 here"--indicating 	 1 	 636810 	 636810 	 0 	 0.00 	 0 
 Norwich 	 1 	 300055 	 300055 	 0 	 0.00 	 0 
 companionship 	 2 	 414342 	 449874 	 35532 	 35532.00 	 35532 
 Desultory 	 1 	 3864 	 3864 	 0 	 0.00 	 0 
 Clearly 	 9 	 4644 	 656955 	 77 	 81538.88 	 471674 
 forgery 	 3 	 5796 	 348154 	 128448 	 171179.00 	 213910 
 try 	 69 	 16684 	 651589 	 5 	 9336.84 	 43056 
 city 	 21 	 25942 	 463610 	 88 	 21883.40 	 148561 
 tenderly 	 4 	 28122 	 605741 	 32051 	 192539.67 	 413693 
 lately 	 7 	 44771 	 641264 	 10397 	 99415.50 	 335163 
 filthy 	 4 	 77110 	 644855 	 3357 	 189248.33 	 538014 
 1869 	 1 	 122285 	 122285 	 0 	 0.00 	 0 
 "Fancy 	 2 	 150009 	 608930 	 458921 	 458921.00 	 458921 
 obey 	 3 	 183103 	 566310 	 91065 	 191603.50 	 292142 
 bay 	 3 	 198906 	 612670 	 137988 	 206882.00 	 275776 
 arbitrary 	 3 	 218832 	 496212 	 79128 	 138690.00 	 198252 
 "Obviously 	 1 	 236043 	 236043 	 0 	 0.00 	 0 
 Scylla 	 1 	 244951 	 244951 	 0 	 0.00 	 0 
 doctor--my 	 1 	 270422 	 270422 	 0 	 0.00 	 0 
 vitality 	 2 	 319254 	 631684 	 312430 	 312430.00 	 312430 
 Saltire--a 	 1 	 323522 	 323522 	 0 	 0.00 	 0 
 possessions--notably 	 1 	 385515 	 385515 	 0 	 0.00 	 0 
 excitedly 	 3 	 389763 	 613695 	 22464 	 111966.00 	 201468 
 Half-way 	 2 	 395136 	 416768 	 21632 	 21632.00 	 21632 
 picture--a 	 1 	 453293 	 453293 	 0 	 0.00 	 0 
 vow! 	 1 	 506309 	 506309 	 0 	 0.00 	 0 
 Purdley 	 1 	 511716 	 511716 	 0 	 0.00 	 0 
 roof--! 	 1 	 573402 	 573402 	 0 	 0.00 	 0 
 play! 	 1 	 597662 	 597662 	 0 	 0.00 	 0 
 "Merely 	 1 	 601918 	 601918 	 0 	 0.00 	 0 
 now?" 	 30 	 1160 	 599634 	 63 	 20637.04 	 66135 
 lumber 	 2 	 4060 	 480303 	 476243 	 476243.00 	 476243 
 infer 	 5 	 5252 	 377006 	 19305 	 92938.50 	 180703 
 affair 	 65 	 7265 	 652378 	 29 	 10079.89 	 53585 
 remember 	 142 	 8906 	 645668 	 7 	 4516.04 	 23330 
 is?" 	 15 	 14170 	 595497 	 2479 	 41523.36 	 197075 
 "Yes," 	 23 	 16945 	 645312 	 1796 	 28562.14 	 130873 
 else?" 	 18 	 19912 	 581535 	 103 	 33036.65 	 96864 
 complete." 	 5 	 19987 	 434614 	 8083 	 103656.75 	 274048 
 longer." 	 3 	 21245 	 628826 	 221521 	 303790.50 	 386060 
 "whoever 	 2 	 27368 	 512591 	 485223 	 485223.00 	 485223 
 sterling." 	 1 	 53868 	 53868 	 0 	 0.00 	 0 
 facts," 	 1 	 57840 	 57840 	 0 	 0.00 	 0 
 sharper 	 1 	 64402 	 64402 	 0 	 0.00 	 0 
 beam?" 	 1 	 65001 	 65001 	 0 	 0.00 	 0 
 breakfast." 	 4 	 65561 	 164858 	 9832 	 33099.00 	 62131 
 ale-house: 	 1 	 72184 	 72184 	 0 	 0.00 	 0 
 Sir 	 340 	 82312 	 651720 	 3 	 1679.67 	 91485 
 staff-commander 	 1 	 89556 	 89556 	 0 	 0.00 	 0 
 superb 	 2 	 93144 	 198998 	 105854 	 105854.00 	 105854 
 developed." 	 1 	 96229 	 96229 	 0 	 0.00 	 0 
 Spaulding?" 	 1 	 99873 	 99873 	 0 	 0.00 	 0 
 ledger 	 3 	 135412 	 343992 	 75903 	 104290.00 	 132677 
 figure." 	 1 	 135863 	 135863 	 0 	 0.00 	 0 
 need." 	 2 	 150322 	 559866 	 409544 	 409544.00 	 409544 
 easily." 	 4 	 152361 	 537328 	 43527 	 128322.34 	 282957 
 accompli?" 	 1 	 166398 	 166398 	 0 	 0.00 	 0 
 lived." 	 1 	 170326 	 170326 	 0 	 0.00 	 0 
 Straker 	 22 	 191617 	 200612 	 24 	 428.33 	 2831 
 special." 	 1 	 275248 	 275248 	 0 	 0.00 	 0 
 Surrey?" 	 1 	 306457 	 306457 	 0 	 0.00 	 0 
 failed--" 	 1 	 316341 	 316341 	 0 	 0.00 	 0 
 words," 	 1 	 363024 	 363024 	 0 	 0.00 	 0 
 needs." 	 1 	 373914 	 373914 	 0 	 0.00 	 0 
 dinner?" 	 1 	 409268 	 409268 	 0 	 0.00 	 0 
 Lyons--her 	 1 	 427357 	 427357 	 0 	 0.00 	 0 
 hill!" 	 1 	 431718 	 431718 	 0 	 0.00 	 0 
 ground?" 	 1 	 442529 	 442529 	 0 	 0.00 	 0 
 offense." 	 1 	 464165 	 464165 	 0 	 0.00 	 0 
 game?" 	 3 	 466398 	 615053 	 4 	 74327.50 	 148651 
 certain." 	 2 	 477968 	 535934 	 57966 	 57966.00 	 57966 
 to-night!" 	 1 	 481380 	 481380 	 0 	 0.00 	 0 
